t,norm,slow
8471,880.4154052734,754.1239013672
8472,880.4154052734,754.1715087891
8473,880.4154052734,754.2191772461
8474,880.4154052734,754.2668457031
8475,880.4154052734,754.3144531250
8476,880.4154052734,754.3621215820
8477,880.4154052734,754.4097900391
8478,880.4154052734,754.4633789063
8479,880.4154052734,754.5169677734
8480,880.4154052734,754.5705566406
8481,880.4154052734,754.6241455078
8482,880.4154052734,754.6777954102
8483,880.4154052734,754.7313842773
8484,880.4154052734,754.7849731445
8485,880.4154052734,754.8386230469
8486,880.4154052734,754.8922119141
8487,880.4154052734,754.9458007813
8488,880.4154052734,754.9993896484
8489,880.4154052734,755.0529785156
8490,880.4154052734,755.1066284180
8491,880.4154052734,755.1602172852
8492,880.4154052734,755.2138061523
8493,880.4154052734,755.2674560547
8494,880.4154052734,755.3210449219
8495,880.4154052734,755.3746337891
8496,880.4154052734,755.4282226563
8497,880.4154052734,755.4818115234
8498,880.4154052734,755.5354614258
8499,880.4154052734,755.5890502930
8500,880.4154052734,755.6426391602
8501,880.4154052734,755.6962890625
8502,880.4154052734,755.7498779297
8503,880.4154052734,755.8034667969
8504,880.4154052734,755.8570556641
8505,880.4154052734,755.9106445313
8506,880.4154052734,755.9642944336
8507,880.4154052734,756.0178833008
8508,880.4154052734,756.0714721680
8509,880.4154052734,756.1251220703
8510,880.4154052734,756.1787109375
8511,880.4154052734,756.2322998047
8512,880.4154052734,756.2858886719
8513,880.4154052734,756.3394775391
8514,880.4154052734,756.3931274414
8515,880.4154052734,756.4467163086
8516,880.4154052734,756.5003051758
8517,880.4154052734,756.5539550781
8518,880.4154052734,756.6075439453
8519,880.4154052734,756.6611328125
8520,880.4154052734,756.7147216797
8521,880.4154052734,756.7683105469
8522,880.4154052734,756.8219604492
8523,880.4154052734,756.8755493164
8524,880.4154052734,756.9291381836
8525,880.4154052734,756.9827880859
8526,880.4154052734,757.0363769531
8527,880.4154052734,757.0899658203
8528,880.4154052734,757.1435546875
8529,880.4154052734,757.1912231445
8530,880.4154052734,757.2388916016
8531,880.4154052734,757.2864990234
8532,880.4154052734,757.3341674805
8533,880.4154052734,757.3818359375
8534,880.4154052734,757.4294433594
8535,880.4154052734,757.4771118164
8536,880.4154052734,757.5247802734
8537,880.4154052734,757.5723876953
8538,880.4154052734,757.6200561523
8539,880.4154052734,757.6676635742
8540,880.4154052734,757.7153320313
8541,880.4154052734,757.7630004883
8542,880.4154052734,757.8106079102
8543,880.4154052734,757.8582763672
8544,880.4154052734,757.9059448242
8545,880.4154052734,758.0501098633
8546,880.4154052734,758.2168579102
8547,880.4154052734,758.3836669922
8548,880.4154052734,758.5504760742
8549,880.4154052734,758.7172851563
8550,880.4154052734,758.8840332031
8551,880.4154052734,759.0508422852
8552,880.4154052734,759.2176513672
8553,880.4154052734,759.3844604492
8554,880.4154052734,759.5512084961
8555,880.4154052734,759.7180175781
8556,880.4154052734,759.8848266602
8557,880.4154052734,760.0516357422
8558,880.4154052734,760.2183837891
8559,880.4154052734,760.3851928711
8560,880.4154052734,760.5520019531
8561,880.4154052734,760.7188110352
8562,880.4154052734,760.8855590820
8563,880.4154052734,761.0523681641
8564,880.4154052734,761.2191772461
8565,880.4154052734,761.3859863281
8566,880.4154052734,761.5527343750
8567,880.4154052734,761.7195434570
8568,880.4154052734,761.8863525391
8569,880.4154052734,762.0531616211
8570,880.4154052734,762.2199096680
8571,880.4154052734,762.3867187500
8572,880.4154052734,762.5535278320
8573,880.4154052734,762.7203369141
8574,880.4154052734,762.8870849609
8575,880.4154052734,763.0538940430
8576,880.4154052734,763.2207031250
8577,880.4154052734,763.3875122070
8578,880.4154052734,763.5542602539
8579,880.4154052734,763.7210693359
8580,880.4154052734,763.8818969727
8581,880.4154052734,764.0427246094
8582,880.4154052734,764.2035522461
8583,880.4154052734,764.3644409180
8584,880.4154052734,764.5252685547
8585,880.4154052734,764.6860961914
8586,880.4154052734,764.8469238281
8587,880.4154052734,765.0077514648
8588,880.4154052734,765.1685791016
8589,880.4154052734,765.3294067383
8590,880.4154052734,765.4902954102
8591,880.4154052734,765.6511230469
8592,880.4154052734,765.8119506836
8593,880.4154052734,765.9727783203
8594,880.4154052734,766.1336059570
8595,880.4154052734,766.2944335938
8596,880.4154052734,766.4552612305
8597,880.4154052734,766.5327148438
8598,880.4154052734,766.6101684570
8599,880.4154052734,766.6876220703
8600,880.4154052734,766.7650146484
8601,880.4154052734,766.8424682617
8602,880.4154052734,766.9199218750
8603,880.4154052734,766.9973754883
8604,880.4154052734,767.0748291016
8605,880.4154052734,767.1522216797
8606,880.4154052734,767.2296752930
8607,880.4154052734,767.3071289063
8608,880.4154052734,767.3845825195
8609,880.4154052734,767.4619750977
8610,880.4154052734,767.5394287109
8611,880.4154052734,767.6168823242
8612,880.4154052734,767.6943359375
8613,880.4154052734,767.7717285156
8614,880.4154052734,767.8491821289
8615,880.4154052734,767.9266357422
8616,880.4154052734,768.0040893555
8617,880.4154052734,768.0815429688
8618,880.4154052734,768.1589355469
8619,880.4154052734,768.2363891602
8620,880.4154052734,768.3138427734
8621,880.4154052734,768.3912963867
8622,880.4154052734,768.4686889648
8623,880.4154052734,768.5461425781
8624,880.4154052734,768.6235961914
8625,880.4154052734,768.7010498047
8626,880.4154052734,768.7784423828
8627,880.4154052734,768.8558959961
8628,880.4154052734,768.9333496094
8629,880.4154052734,769.0108032227
8630,880.4154052734,769.0881958008
8631,880.4154052734,769.1656494141
8632,880.4154052734,769.2431030273
8633,880.4154052734,769.3205566406
8634,880.4154052734,769.3980102539
8635,880.4154052734,769.4754028320
8636,880.4154052734,769.5528564453
8637,880.4154052734,769.6303100586
8638,880.4154052734,769.7077636719
8639,880.4154052734,769.7851562500
8640,880.4154052734,769.8626098633
8641,880.4154052734,769.9400634766
8642,880.4154052734,770.0175170898
8643,880.4154052734,770.0949096680
8644,880.4154052734,770.1723632813
8645,880.4154052734,770.2498168945
8646,880.4154052734,770.3272705078
8647,880.4154052734,770.4046630859
8648,880.4154052734,770.4821166992
8649,880.4154052734,770.5535888672
8650,880.4154052734,770.6251220703
8651,880.4154052734,770.6965942383
8652,880.4154052734,770.7680664063
8653,880.4154052734,770.8395385742
8654,880.4154052734,770.9110107422
8655,880.4154052734,770.9824829102
8656,880.4154052734,771.0540161133
8657,880.4154052734,771.1254882813
8658,880.4154052734,771.1969604492
8659,880.4154052734,771.2684326172
8660,880.4154052734,771.3399047852
8661,880.4154052734,771.4113769531
8662,880.4154052734,771.4829101563
8663,880.4154052734,771.5543823242
8664,880.4154052734,771.6258544922
8665,880.4154052734,771.6973266602
8666,880.4154052734,771.7687988281
8667,880.4154052734,771.8403320313
8668,880.4154052734,771.9118041992
8669,880.4154052734,771.9832763672
8670,880.4154052734,772.0547485352
8671,880.4154052734,772.1262207031
8672,880.4154052734,772.1976928711
8673,880.4154052734,772.2692260742
8674,880.4154052734,772.3406982422
8675,880.4154052734,772.4121704102
8676,880.4154052734,772.4836425781
8677,880.4154052734,772.5551147461
8678,880.4154052734,772.6265869141
8679,880.4154052734,772.6981201172
8680,880.4154052734,772.7695922852
8681,880.4154052734,772.8410644531
8682,880.4154052734,772.9125366211
8683,880.4154052734,772.9840087891
8684,880.4154052734,773.0554809570
8685,880.4154052734,773.1270141602
8686,880.4154052734,773.1984863281
8687,880.4154052734,773.2699584961
8688,880.4154052734,773.3414306641
8689,880.4154052734,773.4129028320
8690,880.4154052734,773.4843750000
8691,880.4154052734,773.5559082031
8692,880.4154052734,773.6273803711
8693,880.4154052734,773.6988525391
8694,880.4154052734,773.7703247070
8695,880.4154052734,773.8417968750
8696,880.4154052734,773.9133300781
8697,880.4154052734,773.9848022461
8698,880.4154052734,774.0562744141
8699,880.4154052734,774.1277465820
8700,880.4154052734,774.1992187500
8701,880.4154052734,774.2706909180
8702,880.4154052734,774.3422241211
8703,880.4154052734,774.4136962891
8704,880.4154052734,774.4851684570
8705,880.4154052734,774.5566406250
8706,880.4154052734,774.6281127930
8707,880.4154052734,774.6995849609
8708,880.4154052734,774.7711181641
8709,880.4154052734,774.8425903320
8710,880.4154052734,774.9140625000
8711,880.4154052734,774.9855346680
8712,880.4154052734,775.0570068359
8713,880.4154052734,775.1284790039
8714,880.4154052734,775.2000122070
8715,880.4154052734,775.2714843750
8716,880.4154052734,775.3429565430
8717,880.4154052734,775.4144287109
8718,880.4154052734,775.4859008789
8719,880.4154052734,775.5573730469
8720,880.4154052734,775.6289062500
8721,880.4154052734,775.7003784180
8722,880.4154052734,775.7718505859
8723,880.4154052734,775.8433227539
8724,880.4154052734,775.9147949219
8725,880.4154052734,775.9862670898
8726,880.4154052734,776.0578002930
8727,880.4154052734,776.1292724609
8728,880.4154052734,776.2007446289
8729,880.4154052734,776.2722167969
8730,880.4154052734,776.3436889648
8731,880.4154052734,776.4152221680
8732,880.4154052734,776.4866943359
8733,880.4154052734,776.5581665039
8734,880.4154052734,776.6296386719
8735,880.4154052734,776.6972656250
8736,880.4154052734,776.7508544922
8737,880.4154052734,776.8044433594
8738,880.4154052734,776.8580322266
8739,880.4154052734,776.9116821289
8740,880.4154052734,776.9652709961
8741,880.4154052734,777.0188598633
8742,880.4154052734,777.0724487305
8743,880.4154052734,777.1260986328
8744,880.4154052734,777.1796875000
8745,880.4154052734,777.2332763672
8746,880.4154052734,777.2869262695
8747,880.4154052734,777.3405151367
8748,880.4154052734,777.3941040039
8749,880.4154052734,777.4476928711
8750,880.4154052734,777.5013427734
8751,880.4154052734,777.5549316406
8752,880.4154052734,777.6085205078
8753,880.4154052734,777.6680908203
8754,880.4154052734,777.7276611328
8755,880.4154052734,777.7872314453
8756,880.4154052734,777.8467407227
8757,880.4154052734,777.9063110352
8758,880.4154052734,777.9658813477
8759,880.4154052734,778.0254516602
8760,880.4154052734,778.0850219727
8761,880.4154052734,778.1445922852
8762,880.4154052734,778.2041015625
8763,880.4154052734,778.2636718750
8764,880.4154052734,778.3232421875
8765,880.4154052734,778.3828125000
8766,880.4154052734,778.4423828125
8767,880.4154052734,778.5019531250
8768,880.4154052734,778.5614624023
8769,880.4154052734,778.6210327148
8770,880.4154052734,778.6746826172
8771,880.4154052734,778.7282714844
8772,880.4154052734,778.7818603516
8773,880.4154052734,778.8354492188
8774,880.4154052734,778.8890991211
8775,880.4154052734,778.9426879883
8776,880.4154052734,778.9962768555
8777,880.4154052734,779.0498657227
8778,880.4154052734,779.1035156250
8779,880.4154052734,779.1571044922
8780,880.4154052734,779.2106933594
8781,880.4154052734,779.2642822266
8782,880.4154052734,779.3179321289
8783,880.4154052734,779.3715209961
8784,880.4154052734,779.4251098633
8785,880.4154052734,779.4786987305
8786,880.4154052734,779.5323486328
8787,880.4154052734,779.5859375000
8788,880.4154052734,779.6395263672
8789,880.4154052734,779.6931152344
8790,880.4154052734,779.7467651367
8791,880.4154052734,779.8003540039
8792,880.4154052734,779.8539428711
8793,880.4154052734,779.9075317383
8794,880.4154052734,779.9611816406
8795,880.4154052734,780.0147705078
8796,880.4154052734,780.0683593750
8797,880.4154052734,780.1219482422
8798,880.4154052734,780.1755981445
8799,880.4154052734,780.2291870117
8800,880.4154052734,780.2827758789
8801,880.4154052734,780.3363647461
8802,880.4154052734,780.3900146484
8803,880.4154052734,780.4436035156
8804,880.4154052734,780.5031738281
8805,880.4154052734,780.5627441406
8806,880.4154052734,780.6223144531
8807,880.4154052734,780.6818237305
8808,880.4154052734,780.7413940430
8809,880.4154052734,780.8009643555
8810,880.4154052734,780.8605346680
8811,880.4154052734,780.9201049805
8812,880.4154052734,780.9796752930
8813,880.4154052734,781.0391845703
8814,880.4154052734,781.0987548828
8815,880.4154052734,781.1583251953
8816,880.4154052734,781.2178955078
8817,880.4154052734,781.2774658203
8818,880.4154052734,781.3370361328
8819,880.4154052734,781.3965454102
8820,880.4154052734,781.4725952148
8821,880.4154052734,781.5559692383
8822,880.4154052734,781.6394042969
8823,880.4154052734,781.7227783203
8824,880.4154052734,781.8061523438
8825,880.4154052734,781.8895874023
8826,880.4154052734,781.9729614258
8827,880.4154052734,782.0563964844
8828,880.4154052734,782.1397705078
8829,880.4154052734,782.2231445313
8830,880.4154052734,782.3065795898
8831,880.4154052734,782.3899536133
8832,880.4154052734,782.4733276367
8833,880.4154052734,782.5567626953
8834,880.4154052734,782.6401367188
8835,880.4154052734,782.7235107422
8836,880.4154052734,782.8069458008
8837,880.4154052734,782.8903198242
8838,880.4154052734,782.9737548828
8839,880.4154052734,783.0571289063
8840,880.4154052734,783.1405029297
8841,880.4154052734,783.2239379883
8842,880.4154052734,783.3073120117
8843,880.4154052734,783.3906860352
8844,880.4154052734,783.4741210938
8845,880.4154052734,783.5574951172
8846,880.4154052734,783.6409301758
8847,880.4154052734,783.7243041992
8848,880.4154052734,783.8076782227
8849,880.4154052734,783.8911132813
8850,880.4154052734,783.9744873047
8851,880.4154052734,784.0578613281
8852,880.4154052734,784.1412963867
8853,880.4154052734,784.2246704102
8854,880.4154052734,784.3081054688
8855,880.4154052734,784.3914794922
8856,880.4154052734,784.4748535156
8857,880.4154052734,784.5582885742
8858,880.4154052734,784.6416625977
8859,880.4154052734,784.7250366211
8860,880.4154052734,784.8084716797
8861,880.4154052734,784.8918457031
8862,880.4154052734,784.9752197266
8863,880.4154052734,785.0586547852
8864,880.4154052734,785.1420288086
8865,880.4154052734,785.2254638672
8866,880.4154052734,785.3088378906
8867,880.4154052734,785.3922119141
8868,880.4154052734,785.4756469727
8869,880.4154052734,785.5590209961
8870,880.4154052734,785.6423950195
8871,880.4154052734,785.7258300781
8872,880.4154052734,785.8092041016
8873,880.4154052734,785.8925781250
8874,880.4154052734,785.9760131836
8875,880.4154052734,786.0593872070
8876,880.4154052734,786.1428222656
8877,880.4154052734,786.2261962891
8878,880.4154052734,786.3095703125
8879,880.4154052734,786.3930053711
8880,880.4154052734,786.4763793945
8881,880.4154052734,786.5597534180
8882,880.4154052734,786.6431884766
8883,880.4154052734,786.7265625000
8884,880.4154052734,786.8099975586
8885,880.4154052734,786.8933715820
8886,880.4154052734,786.9767456055
8887,880.4154052734,787.0601806641
8888,880.4154052734,787.1435546875
8889,880.4154052734,787.2269287109
8890,880.4154052734,787.3103637695
8891,880.4154052734,787.3937377930
8892,880.4154052734,787.4771118164
8893,880.4154052734,787.5605468750
8894,880.4154052734,787.6439208984
8895,880.4154052734,787.7273559570
8896,880.4154052734,787.8107299805
8897,880.4154052734,787.8941040039
8898,880.4154052734,787.9775390625
8899,880.4154052734,788.0609130859
8900,880.4154052734,788.1442871094
8901,880.4154052734,788.2277221680
8902,880.4154052734,788.3110961914
8903,880.4154052734,788.3945312500
8904,880.4154052734,788.4779052734
8905,880.4154052734,788.5612792969
8906,880.4154052734,788.6566162109
8907,880.4154052734,788.7518920898
8908,880.4154052734,788.8472290039
8909,880.4154052734,788.9425659180
8910,880.4154052734,789.0378417969
8911,880.4154052734,789.1331787109
8912,880.4154052734,789.2284545898
8913,880.4154052734,789.3237915039
8914,880.4154052734,789.4190673828
8915,880.4154052734,789.5144042969
8916,880.4154052734,789.6096801758
8917,880.4154052734,789.7050170898
8918,880.4154052734,789.8003540039
8919,880.4154052734,789.8956298828
8920,880.4154052734,789.9909667969
8921,880.4154052734,790.0862426758
8922,880.4154052734,790.1815795898
8923,880.4154052734,790.2768554688
8924,880.4154052734,790.3781738281
8925,880.4154052734,790.4794311523
8926,880.4154052734,790.5806884766
8927,880.4154052734,790.6819458008
8928,880.4154052734,790.7832031250
8929,880.4154052734,790.8844604492
8930,880.4154052734,790.9857788086
8931,880.4154052734,791.0870361328
8932,880.4154052734,791.1882934570
8933,880.4154052734,791.2895507813
8934,880.4154052734,791.3908081055
8935,880.4154052734,791.4920654297
8936,880.4154052734,791.5933227539
8937,880.4154052734,791.6946411133
8938,880.4154052734,791.7958984375
8939,880.4154052734,791.8971557617
8940,880.4154052734,791.9984130859
8941,880.4154052734,792.0937500000
8942,880.4154052734,792.1890258789
8943,880.4154052734,792.2843627930
8944,880.4154052734,792.3796386719
8945,880.4154052734,792.4749755859
8946,880.4154052734,792.5702514648
8947,880.4154052734,792.6655883789
8948,880.4154052734,792.7609252930
8949,880.4154052734,792.8562011719
8950,880.4154052734,792.9515380859
8951,880.4154052734,793.0468139648
8952,880.4154052734,793.1421508789
8953,880.4154052734,793.2374267578
8954,880.4154052734,793.3327636719
8955,880.4154052734,793.4281005859
8956,880.4154052734,793.5233764648
8957,880.4154052734,793.6187133789
8958,880.4154052734,793.7139892578
8959,880.4154052734,793.8093261719
8960,880.4154052734,793.9046020508
8961,880.4154052734,793.9999389648
8962,880.4154052734,794.0952148438
8963,880.4154052734,794.1905517578
8964,880.4154052734,794.2858886719
8965,880.4154052734,794.3811645508
8966,880.4154052734,794.4765014648
8967,880.4154052734,794.5717773438
8968,880.4154052734,794.6671142578
8969,880.4154052734,794.7623901367
8970,880.4154052734,794.8577270508
8971,880.4154052734,794.9530639648
8972,880.4154052734,795.0483398438
8973,880.4154052734,795.1436767578
8974,880.4154052734,795.2389526367
8975,880.4154052734,795.3402099609
8976,880.4154052734,795.4415283203
8977,880.4154052734,795.5427856445
8978,880.4154052734,795.6440429688
8979,880.4154052734,795.7453002930
8980,880.4154052734,795.8465576172
8981,880.4154052734,795.9478149414
8982,880.4154052734,796.0490722656
8983,880.4154052734,796.1503906250
8984,880.4154052734,796.2516479492
8985,880.4154052734,796.3529052734
8986,880.4154052734,796.4541625977
8987,880.4154052734,796.5554199219
8988,880.4154052734,796.6566772461
8989,880.4154052734,796.7579956055
8990,880.4154052734,796.8592529297
8991,880.4154052734,796.9605102539
8992,880.4154052734,797.0796508789
8993,880.4154052734,797.1987915039
8994,880.4154052734,797.3179321289
8995,880.4154052734,797.4370727539
8996,880.4154052734,797.5562133789
8997,880.4154052734,797.6753540039
8998,880.4154052734,797.7944946289
8999,880.4154052734,797.9136352539
9000,880.4154052734,798.0327758789
9001,880.4154052734,798.1519165039
9002,880.4154052734,798.2710571289
9003,880.4154052734,798.3901367188
9004,880.4154052734,798.5092773438
9005,880.4154052734,798.6284179688
9006,880.4154052734,798.7475585938
9007,880.4154052734,798.8666992188
9008,880.4154052734,798.9858398438
9009,880.4154052734,799.1049804688
9010,880.4154052734,799.2301025391
9011,880.4154052734,799.3551635742
9012,880.4154052734,799.4802856445
9013,880.4154052734,799.6054077148
9014,880.4154052734,799.7304687500
9015,880.4154052734,799.8555908203
9016,880.4154052734,799.9806518555
9017,880.4154052734,800.1057739258
9018,880.4154052734,800.2308349609
9019,880.4154052734,800.3559570313
9020,880.4154052734,800.4810791016
9021,880.4154052734,800.6061401367
9022,880.4154052734,800.7312622070
9023,880.4154052734,800.8563232422
9024,880.4154052734,800.9814453125
9025,880.4154052734,801.1065063477
9026,880.4154052734,801.2316284180
9027,880.4154052734,801.3507690430
9028,880.4154052734,801.4699096680
9029,880.4154052734,801.5890502930
9030,880.4154052734,801.7081909180
9031,880.4154052734,801.8273315430
9032,880.4154052734,801.9464721680
9033,880.4154052734,802.0656127930
9034,880.4154052734,802.1847534180
9035,880.4154052734,802.3038940430
9036,880.4154052734,802.4230346680
9037,880.4154052734,802.5421752930
9038,880.4154052734,802.6612548828
9039,880.4154052734,802.7803955078
9040,880.4154052734,802.8995361328
9041,880.4154052734,803.0186767578
9042,880.4154052734,803.1378173828
9043,880.4154052734,803.2569580078
9044,880.4154052734,803.3820800781
9045,880.4154052734,803.5071411133
9046,880.4154052734,803.6322631836
9047,880.4154052734,803.7573852539
9048,880.4154052734,803.8824462891
9049,880.4154052734,804.0075683594
9050,880.4154052734,804.1326293945
9051,880.4154052734,804.2577514648
9052,880.4154052734,804.3828125000
9053,880.4154052734,804.5079345703
9054,880.4154052734,804.6330566406
9055,880.4154052734,804.7581176758
9056,880.4154052734,804.8832397461
9057,880.4154052734,805.0083007813
9058,880.4154052734,805.1334228516
9059,880.4154052734,805.2584838867
9060,880.4154052734,805.3836059570
9061,880.4154052734,805.4908447266
9062,880.4154052734,805.5980224609
9063,880.4154052734,805.7052612305
9064,880.4154052734,805.8125000000
9065,880.4154052734,805.9197387695
9066,880.4154052734,806.0269165039
9067,880.4154052734,806.1341552734
9068,880.4154052734,806.2413940430
9069,880.4154052734,806.3486328125
9070,880.4154052734,806.4558105469
9071,880.4154052734,806.5630493164
9072,880.4154052734,806.6702880859
9073,880.4154052734,806.7775268555
9074,880.4154052734,806.8847045898
9075,880.4154052734,806.9919433594
9076,880.4154052734,807.0991821289
9077,880.4154052734,807.2064208984
9078,880.4154052734,807.3135986328
9079,880.4154052734,807.4208374023
9080,880.4154052734,807.5280761719
9081,880.4154052734,807.6353149414
9082,880.4154052734,807.7424926758
9083,880.4154052734,807.8497314453
9084,880.4154052734,807.9569702148
9085,880.4154052734,808.0642089844
9086,880.4154052734,808.1713867188
9087,880.4154052734,808.2786254883
9088,880.4154052734,808.3858642578
9089,880.4154052734,808.4931030273
9090,880.4154052734,808.6002807617
9091,880.4154052734,808.7075195313
9092,880.4154052734,808.8147583008
9093,880.4154052734,808.9219970703
9094,880.4154052734,809.0291748047
9095,880.4154052734,809.1364135742
9096,880.4154052734,809.2436523438
9097,880.4154052734,809.3508911133
9098,880.4154052734,809.4580688477
9099,880.4154052734,809.5653076172
9100,880.4154052734,809.6725463867
9101,880.4154052734,809.7797851563
9102,880.4154052734,809.8869628906
9103,880.4154052734,809.9942016602
9104,880.4154052734,810.1014404297
9105,880.4154052734,810.2086791992
9106,880.4154052734,810.3158569336
9107,880.4154052734,810.4230957031
9108,880.4154052734,810.5303344727
9109,880.4154052734,810.6375732422
9110,880.4154052734,810.7447509766
9111,880.4154052734,810.8519897461
9112,880.4154052734,810.9592285156
9113,880.4154052734,811.0664672852
9114,880.4154052734,811.1736450195
9115,880.4154052734,811.2808837891
9116,880.4154052734,811.3881225586
9117,880.4154052734,811.4953613281
9118,880.4154052734,811.6025390625
9119,880.4154052734,811.7097778320
9120,880.4154052734,811.8170166016
9121,880.4154052734,811.9242553711
9122,880.4154052734,812.0314331055
9123,880.4154052734,812.1386718750
9124,880.4154052734,812.2459106445
9125,880.4154052734,812.3531494141
9126,880.4154052734,812.4603271484
9127,880.4154052734,812.5675659180
9128,880.4154052734,812.6748046875
9129,880.4154052734,812.7820434570
9130,880.4154052734,812.8892211914
9131,880.4154052734,812.9964599609
9132,880.4154052734,813.1036987305
9133,880.4154052734,813.2109375000
9134,880.4154052734,813.3181152344
9135,880.4154052734,813.4253540039
9136,880.4154052734,813.5325927734
9137,880.4154052734,813.6398315430
9138,880.4154052734,813.7470092773
9139,880.4154052734,813.8542480469
9140,880.4154052734,813.9614868164
9141,880.4154052734,814.0687255859
9142,880.4154052734,814.1759033203
9143,880.4154052734,814.2831420898
9144,880.4154052734,814.3903808594
9145,880.4154052734,814.4976196289
9146,880.4154052734,814.6047973633
9147,880.4154052734,814.7061157227
9148,880.4154052734,814.8073730469
9149,880.4154052734,814.9086303711
9150,880.4154052734,815.0098876953
9151,880.4154052734,815.1111450195
9152,880.4154052734,815.2124633789
9153,880.4154052734,815.3137207031
9154,880.4154052734,815.4149780273
9155,880.4154052734,815.5162353516
9156,880.4154052734,815.6174926758
9157,880.4154052734,815.7187500000
9158,880.4154052734,815.8200683594
9159,880.4154052734,815.9213256836
9160,880.4154052734,816.0225830078
9161,880.4154052734,816.1238403320
9162,880.4154052734,816.2250976563
9163,880.4154052734,816.3264160156
9164,880.4154052734,816.3740234375
9165,880.4154052734,816.4359741211
9166,880.4154052734,816.4835815430
9167,880.4154052734,816.5312500000
9168,880.4154052734,816.5789184570
9169,880.4154052734,816.6265258789
9170,880.4154052734,816.6741943359
9171,880.4154052734,816.7218627930
9172,880.4154052734,816.7694702148
9173,880.4154052734,816.8171386719
9174,880.4154052734,816.8648071289
9175,880.4154052734,816.9124755859
9176,880.4154052734,816.9600830078
9177,880.4154052734,817.0077514648
9178,880.4154052734,817.0554199219
9179,880.4154052734,817.1030273438
9180,880.4154052734,817.1506958008
9181,880.4154052734,817.1983642578
9182,880.4154052734,817.2459716797
9183,880.4154052734,817.2996215820
9184,880.4154052734,817.3532104492
9185,880.4154052734,817.4067993164
9186,880.4154052734,817.4603881836
9187,880.4154052734,817.5140380859
9188,880.4154052734,817.5676269531
9189,880.4154052734,817.6212158203
9190,880.4154052734,817.6748046875
9191,880.4154052734,817.7284545898
9192,880.4154052734,817.7820434570
9193,880.4154052734,817.8356323242
9194,880.4154052734,817.8892211914
9195,880.4154052734,817.9428710938
9196,880.4154052734,817.9964599609
9197,880.4154052734,818.0500488281
9198,880.4154052734,818.1036376953
9199,880.4154052734,818.1572875977
9200,880.4154052734,818.2108764648
9201,880.4154052734,818.2644653320
9202,880.4154052734,818.3180541992
9203,880.4154052734,818.3717041016
9204,880.4154052734,818.4252929688
9205,880.4154052734,818.4788818359
9206,880.4154052734,818.5324707031
9207,880.4154052734,818.5861206055
9208,880.4154052734,818.6397094727
9209,880.4154052734,818.6932983398
9210,880.4154052734,818.7468872070
9211,880.4154052734,818.8005371094
9212,880.4154052734,818.8541259766
9213,880.4154052734,818.9077148438
9214,880.4154052734,818.9613037109
9215,880.4154052734,819.0149536133
9216,880.4154052734,819.0685424805
9217,880.4154052734,819.1221313477
9218,880.4154052734,819.1757202148
9219,880.4154052734,819.2293701172
9220,880.4154052734,819.2829589844
9221,880.4154052734,819.3365478516
9222,880.4154052734,819.3901367188
9223,880.4154052734,819.4437866211
9224,880.4154052734,819.4973754883
9225,880.4154052734,819.5509643555
9226,880.4154052734,819.6045532227
9227,880.4154052734,819.6582031250
9228,880.4154052734,819.7117919922
9229,880.4154052734,819.7653808594
9230,880.4154052734,819.8189697266
9231,880.4154052734,819.8726196289
9232,880.4154052734,819.9262084961
9233,880.4154052734,819.9797973633
9234,880.4154052734,820.0274658203
9235,880.4154052734,820.0750732422
9236,880.4154052734,820.1227416992
9237,880.4154052734,820.1704101563
9238,880.4154052734,820.2180175781
9239,880.4154052734,820.2656860352
9240,880.4154052734,820.3133544922
9241,880.4154052734,820.3610229492
9242,880.4154052734,820.4086303711
9243,880.4154052734,820.4562988281
9244,880.4154052734,820.5039672852
9245,880.4154052734,820.5515747070
9246,880.4154052734,820.5992431641
9247,880.4154052734,820.6469116211
9248,880.4154052734,820.6945190430
9249,880.4154052734,820.7421875000
9250,880.4154052734,820.8952636719
9251,880.4154052734,821.0620117188
9252,880.4154052734,821.2288208008
9253,880.4154052734,821.3956298828
9254,880.4154052734,821.5624389648
9255,880.4154052734,821.7292480469
9256,880.4154052734,821.8959960938
9257,880.4154052734,822.0628051758
9258,880.4154052734,822.2296142578
9259,880.4154052734,822.3963623047
9260,880.4154052734,822.5631713867
9261,880.4154052734,822.7299804688
9262,880.4154052734,822.8967895508
9263,880.4154052734,823.0635986328
9264,880.4154052734,823.2303466797
9265,880.4154052734,823.3971557617
9266,880.4154052734,823.5639648438
9267,880.4154052734,823.7307128906
9268,880.4154052734,823.8975219727
9269,880.4154052734,824.0643310547
9270,880.4154052734,824.2311401367
9271,880.4154052734,824.3979492188
9272,880.4154052734,824.5646972656
9273,880.4154052734,824.7315063477
9274,880.4154052734,824.8983154297
9275,880.4154052734,825.0650634766
9276,880.4154052734,825.2318725586
9277,880.4154052734,825.3986816406
9278,880.4154052734,825.5654907227
9279,880.4154052734,825.7322998047
9280,880.4154052734,825.8990478516
9281,880.4154052734,826.0658569336
9282,880.4154052734,826.2326660156
9283,880.4154052734,826.3994140625
9284,880.4154052734,826.5662231445
9285,880.4154052734,826.7270507813
9286,880.4154052734,826.8879394531
9287,880.4154052734,827.0487670898
9288,880.4154052734,827.2095947266
9289,880.4154052734,827.3704223633
9290,880.4154052734,827.5312500000
9291,880.4154052734,827.6920776367
9292,880.4154052734,827.8529052734
9293,880.4154052734,828.0137329102
